label,text,extracted_symp
dimorphic hemorrhoids,"Constipation, discomfort with bowel motions, and anus pain have all recently been bothering me. My anus has been quite inflamed, and my stool has been extremely bloody.","constipation, bloody_stool, inflammation, anus_pain"
dimorphic hemorrhoids,"Recently, I've been having a lot of difficulty using the restroom. My bowel movements have been extremely uncomfortable and difficult for me to have.  My anus has been quite inflamed, and my stool has been extremely bloody.","difficulty_using_restroom, inflammation, bloody_stool"
dimorphic hemorrhoids,"I've been having a lot of trouble going to the bathroom lately. It's really painful when I do, and there's been some blood in my stool. I've also been having some pain and irritation around my anus.","painful_bowel_movements, blood_in_stool, anal_pain, anal_irritation"
dimorphic hemorrhoids,"Recently, I've been having problems using the restroom. Going is incredibly difficult, and doing so hurts. In addition, I've been experiencing some butt soreness, and my stools have been bloody. My anus has also been quite itching and aggravated.","difficulty_urinating, anal_itching, anal_soreness, bloody_stools"
dimorphic hemorrhoids,"I've been suffering from severe constipation lately, and whenever I do go to the restroom, it hurts a lot. Aside from that, my anus has been really itchy, and I've observed some blood in my stool.","constipation, anal_itching, blood_in_stool"
dimorphic hemorrhoids,I've been having a lot of trouble going to the bathroom lately. It's been really painful and I've been experiencing pain in my anus. My stool has also been bloody and my anus has been really irritated.,"painful_bowel_movements, anal_irritation, bloody_stool"
dimorphic hemorrhoids,"Lately I've been experiencing constipation, pain during bowel movements, and pain in my anus. My stool has also been really bloody and my anus has been really irritated.","constipation, pain_during_bowel_movements, bloody_stool, anus_irritation"
dimorphic hemorrhoids,"I've been terribly constipated lately, and when I do go to the bathroom, it hurts a lot. Aside from that, my anus has been really itchy, and I've observed some blood in my stool.","constipation, anal_itch, blood_in_stool"
dimorphic hemorrhoids,"I've been quite constipated lately, and going to the restroom has been excruciatingly uncomfortable. I've also observed blood in my stool, and my anus has been aggravated.","constipation, bloody_stool, anal_aggravation"
dimorphic hemorrhoids,"I've been having a lot of problems using the restroom recently. It's been excruciatingly uncomfortable, and I've been feeling agony in my anus. My stool has been bloody as well, and my anus has been really inflamed.","anal_pain, bloody_stool, inflammation"
dimorphic hemorrhoids,"I've been having trouble going to the restroom recently. When I try to go, it's really uncomfortable, and my anus hurts a lot. I've also had some blood in my stool, and my anus has been really uncomfortable.","uncomfortable, anal_pain, blood_in_stool"
dimorphic hemorrhoids,I've been having a really hard time going to the bathroom lately. It's really painful when I try to go and my anus hurts a lot. There's also been some blood in my stool and my anus has been really itchy.,"painful_defecation, anal_itching, blood_in_stool"
dimorphic hemorrhoids,"Recently, I've been having a lot of discomfort and difficulty using the restroom. Additionally, I've noticed that my anus has been quite sore and that my stool has been bloody.","discomfort, difficulty_using_restroom, anal_sore, bloody_stool"
dimorphic hemorrhoids,"I've been constipated and it's really hard to go to the bathroom. When I do go, it hurts and my stool has been bloody. I've also been having some pain in my butt and my anus has been really itchy and irritated.","constipation, bloody_stool, anal_itching, anal_pain"
dimorphic hemorrhoids,"I've been having a lot of trouble going to the bathroom lately, and it's been really painful. I've also noticed that my stool has been bloody and my anus has been really irritated.","painful_defecation, bloody_stool, anal_irritation"
dimorphic hemorrhoids,"Recently, I've been having a lot of difficulty using the restroom. When I do, it hurts a lot, and I've noticed some blood in my stool. Around my anus, I've also been experiencing some discomfort and itching.","blood_in_stool, discomfort, itching"
drug reaction,"I struggle to maintain focus, and my mental clarity is really poor. I have trouble remembering things and frequently forget stuff.","difficulty_focusing, forgetfulness, mental_clarity"
drug reaction,"My skin occasionally peels off the rashes that I have. This makes me more vulnerable to infections. My hands begin to shake, and occasionally I have tremors.","peeling, vulnerable, shaking, tremors"
drug reaction,"My monthly cycle has changed, and I've had an unexpected vaginal discharge. I frequently experience mood swings and experience occasional agitation.","mood_swings, vaginal_discharge"
drug reaction,"My sex desire has decreased, and I'm finding it harder to function sexually. I regularly have brain fog and feel quite dizzy and disoriented.","sex_desire, brain_fog, dizziness, disorientation"
drug reaction,"My rashes occasionally cause my skin to peel off. I'm more susceptible to illnesses as a result. I start to tremble sometimes, and my hands start to shake.","rashes, skin_peeling, susceptibility_to_illnesses, tremors, hand_shaking"
drug reaction,"I have rashes in my chest and back and itch all over my body. I occasionally have flaky skin, which frequently creates markings on my body.","rashes, itching, flaky_skin"
drug reaction,I have severe nausea and chest discomfort. I have been having chest discomfort lately. I often shiver a lot and feel really nervous.,"nausea, chest_pain, shivering, nervousness"
drug reaction,"My hair's texture has significantly changed, and I'm experiencing hair loss. My scalp is dry and itching, and my dandruff is becoming worse. My skin is also becoming really dry.","hair_loss, dry_scalp, itching, dry_skin, dandruff"
drug reaction,"I'm feeling really lightheaded and dizzy when I have a temperature. My mind is completely muddled, and my heart is racing. I find it difficult to think clearly, and everything seems quite hazy.","lightheadedness, dizziness, confusion, racing_heart"
drug reaction,"I have headaches and migraines, and I have been having difficulties sleeping. My entire body has been shaking and twitching. Sometimes I become lightheaded.","headaches, migraines, insomnia, body_shaking, lightheadedness"
drug reaction,My tongue also has a metallic aftertaste in addition to a change in taste and scent. occasionally get acute muscle and joint ache,"taste_change, scent_change, metallic_aftertaste, muscle_ache, joint_ache"
drug reaction,"When I have a fever, I feel quite woozy and lightheaded. My heart is pounding, and my head is absolutely foggy. My ability to think properly is impaired, and everything appears to be somewhat blurry.","woozy, lightheaded, pounding_heart, foggy, impaired_thinking, blurry"
drug reaction,I have difficulty in maintianing concentration and very low mental clarity. I often forget things and in general have difficulty remembering things,"difficulty_concentration, forgetfulness, mental_clarity"
drug reaction,"In addition to experiencing a change in taste and fragrance, I also have a metallic aftertaste in my tongue. occasionally get excruciating joint and muscular pain","taste_change, fragrance_change, metallic_aftertaste, joint_pain, muscular_pain"
drug reaction,"I have a metallic taste in my mouth, and also have a sense of change of taste and smell. Sometimes get very unbearable joint pain and muscle pain","metallic_taste, change_taste_smell, joint_pain, muscle_pain"
drug reaction,I feel very nauseous and have chest pain. Recently I have been experiencing chest pain. I feel very uneasy and often sweat profusely,"nausea, chest_pain, unease, excessive_sweating"
drug reaction,"I have itching all over my body, and rashes in my chest and back. I get flaky skin from time to time and often this leaves marks on my body.","itching, rashes, flaky_skin, skin_marks"
